i,t_v,tensión(V)
0,1668005375.9084277,+1.26724000E-04

0,1668005376.4284277,+1.27088000E-04

0,1668005376.958428,+1.30263000E-04

0,1668005377.478428,+1.30054000E-04

0,1668005378.0084279,+1.29773000E-04

0,1668005378.534428,+1.31990000E-04

0,1668005379.062428,+1.30950000E-04

0,1668005379.5894277,+1.30044000E-04

0,1668005380.1094277,+1.31761000E-04

0,1668005380.639428,+1.34478000E-04

0,1668005381.159428,+1.32906000E-04

0,1668005381.6894276,+1.34322000E-04

0,1668005382.2194278,+1.35592000E-04

0,1668005382.7394278,+1.38392000E-04

0,1668005383.2694278,+1.37486000E-04

0,1668005383.7914279,+1.45605000E-04

0,1668005384.3214278,+1.53630000E-04

0,1668005384.8414278,+1.47676000E-04

0,1668005385.3714278,+1.44991000E-04

0,1668005385.9014277,+1.42243000E-04

0,1668005386.4214277,+1.43971000E-04

0,1668005386.951428,+1.45063000E-04

0,1668005387.471428,+1.52401000E-04

0,1668005388.0014277,+1.45615000E-04

0,1668005388.5234277,+1.47051000E-04

0,1668005389.0534277,+1.49914000E-04

0,1668005389.5734277,+1.51891000E-04

0,1668005390.103428,+1.53703000E-04

