i,t_v,tensión(V)

0,1668001268.3625546,+4.09138000E-04

0,1668001268.8925545,+4.39801000E-04

0,1668001269.4125545,+3.43647000E-04

0,1668001269.9425547,+4.38230000E-04

0,1668001270.4625547,+3.74571000E-04

0,1668001270.9925544,+5.21206000E-04

0,1668001271.5125544,+5.09559000E-04

0,1668001272.0425546,+4.96236000E-04

0,1668001272.5495543,+5.91068000E-04

0,1668001273.0875545,+3.70085000E-04

0,1668001273.6175544,+4.82351000E-04

0,1668001274.1375544,+3.13723000E-04

0,1668001274.6675546,+2.49648000E-04

0,1668001275.1875546,+4.11813000E-04

0,1668001275.7175543,+3.37871000E-04

0,1668001276.2375546,+3.63913000E-04

0,1668001276.7675545,+3.84480000E-04

0,1668001277.2875545,+3.87384000E-04

0,1668001277.8175545,+3.44792000E-04

0,1668001278.3375545,+3.98771000E-04

0,1668001278.8675547,+5.78911000E-04

0,1668001279.3875546,+4.49856000E-04

0,1668001279.9175544,+3.66307000E-04

0,1668001280.4375544,+5.80035000E-04

0,1668001280.9675546,+3.54660000E-04

0,1668001281.4875546,+5.70626000E-04

0,1668001282.0175545,+5.50600000E-04

0,1668001282.5375545,+3.85261000E-04

0,1668001283.0575545,+3.95097000E-04

0,1668001283.5875545,+5.33155000E-04

0,1668001284.1075547,+4.63574000E-04

0,1668001284.6375544,+5.77881000E-04

0,1668001285.1575544,+4.87066000E-04

0,1668001285.6875546,+3.38266000E-04

0,1668001286.2075546,+3.38193000E-04

0,1668001286.7375546,+5.49799000E-04

0,1668001287.2575545,+5.43564000E-04

0,1668001287.7875545,+4.87909000E-04

0,1668001288.3075545,+4.22086000E-04

0,1668001288.8375545,+3.87447000E-04

0,1668001289.3575544,+5.79338000E-04

0,1668001289.8875546,+4.85526000E-04

0,1668001290.4075546,+5.11703000E-04

0,1668001290.9375544,+5.13431000E-04

0,1668001291.4575543,+5.14430000E-04

0,1668001291.9875546,+5.14691000E-04

0,1668001292.5075545,+5.14170000E-04

0,1668001293.0315545,+5.15357000E-04

0,1668001293.5595546,+5.17896000E-04

0,1668001294.0795546,+5.19728000E-04

0,1668001294.6095545,+5.20218000E-04

0,1668001295.1295545,+5.22247000E-04

0,1668001295.6595545,+5.25120000E-04

0,1668001296.1795545,+5.26983000E-04

0,1668001296.7095544,+5.27889000E-04

0,1668001297.2295544,+5.29752000E-04

0,1668001297.7595546,+5.32333000E-04

0,1668001298.2795546,+5.33842000E-04

0,1668001298.8095543,+5.34498000E-04

0,1668001299.3295543,+5.36871000E-04

0,1668001299.8595545,+5.40389000E-04

0,1668001300.3795545,+5.41451000E-04

0,1668001300.9095545,+5.42273000E-04

0,1668001301.4295545,+5.44313000E-04

0,1668001301.9595547,+5.45666000E-04

0,1668001302.4795547,+5.46541000E-04

0,1668001303.0095544,+5.47706000E-04

0,1668001303.5295544,+5.49309000E-04

0,1668001304.0595546,+5.49746000E-04

0,1668001304.5895545,+5.50288000E-04

0,1668001305.1095545,+5.51537000E-04

