i,t_v,Resistencia(Ohms)
0,1669221063.03125,+1.26441760E+02
0,1669221063.4716794,+1.26464950E+02
0,1669221063.916992,+1.26501780E+02
0,1669221064.3613281,+1.26493460E+02
0,1669221064.7978513,+1.26550050E+02
0,1669221065.2363281,+1.26550980E+02
0,1669221065.6738281,+1.26568040E+02
0,1669221066.1132812,+1.26608400E+02
0,1669221066.553711,+1.26710870E+02
0,1669221066.9941406,+1.26732090E+02
0,1669221067.4345703,+1.26721370E+02
0,1669221067.8769531,+1.26683400E+02
0,1669221068.3173828,+1.26667910E+02
0,1669221068.756836,+1.26705250E+02
0,1669221069.1953125,+1.26674250E+02
0,1669221069.6396484,+1.26642000E+02
0,1669221070.0810547,+1.26839440E+02
0,1669221070.5214844,+1.26845370E+02
0,1669221070.9628904,+1.26840270E+02
0,1669221071.4003906,+1.26885320E+02
0,1669221071.8378906,+1.26880530E+02
0,1669221072.2792969,+1.26987680E+02
0,1669221072.720703,+1.26942430E+02
0,1669221073.163086,+1.26925470E+02
0,1669221073.600586,+1.26943260E+02
0,1669221074.0419922,+1.26944090E+02
0,1669221074.4814453,+1.26967180E+02
0,1669221074.9208982,+1.27202170E+02
0,1669221075.3613281,+1.27140280E+02
0,1669221075.8007812,+1.27059140E+02
0,1669221076.2392578,+1.27118330E+02
0,1669221076.675781,+1.27083070E+02
0,1669221077.118164,+1.27121140E+02
0,1669221077.5546875,+1.27131960E+02
0,1669221077.9960938,+1.27127690E+02
0,1669221078.4326172,+1.27258560E+02
0,1669221078.8740234,+1.27401070E+02
0,1669221079.314453,+1.27277590E+02
0,1669221079.7597654,+1.27240770E+02
0,1669221080.196289,+1.27276030E+02
0,1669221080.6337888,+1.27296530E+02
0,1669221081.0742188,+1.27329920E+02
0,1669221081.5126953,+1.27370490E+02
0,1669221081.9511719,+1.27351240E+02
0,1669221082.390625,+1.27388790E+02
0,1669221082.8320312,+1.27399820E+02
0,1669221083.2724607,+1.27426970E+02
0,1669221083.709961,+1.27477530E+02
0,1669221084.1464841,+1.27517790E+02
0,1669221084.5898438,+1.27502180E+02
0,1669221085.0302732,+1.27477630E+02
0,1669221085.4755857,+1.27632730E+02
0,1669221085.915039,+1.27539320E+02
0,1669221086.356445,+1.27561480E+02
0,1669221086.7949216,+1.27756730E+02
0,1669221087.2353516,+1.27662590E+02
0,1669221087.6748044,+1.27687970E+02
0,1669221088.1152344,+1.27667160E+02
0,1669221088.553711,+1.27716160E+02
0,1669221088.9941406,+1.27777430E+02
0,1669221089.4355469,+1.27777330E+02
0,1669221089.8720703,+1.27787420E+02
0,1669221090.3134766,+1.27795840E+02
0,1669221090.7509766,+1.27785230E+02
0,1669221091.1904297,+1.27836410E+02
0,1669221091.6289062,+1.27829030E+02
0,1669221092.0683594,+1.27836520E+02
0,1669221092.508789,+1.27844420E+02
0,1669221092.9423828,+1.27920670E+02
0,1669221093.3847656,+1.27937940E+02
0,1669221093.823242,+1.27970810E+02
0,1669221094.2626953,+1.27994840E+02
0,1669221094.7011716,+1.27990680E+02
0,1669221095.1435544,+1.28007120E+02
0,1669221095.5839844,+1.28015960E+02
0,1669221096.022461,+1.28028340E+02
0,1669221096.4609375,+1.28059130E+02
0,1669221096.899414,+1.28060270E+02
0,1669221097.3398435,+1.28081180E+02
0,1669221097.7783203,+1.28098870E+02
0,1669221098.220703,+1.28171790E+02
0,1669221098.6591794,+1.28157120E+02
0,1669221099.0957031,+1.28187290E+02
0,1669221099.538086,+1.28185620E+02
0,1669221099.977539,+1.28193630E+02
0,1669221100.4189453,+1.28199350E+02
0,1669221100.8583984,+1.28303900E+02
0,1669221101.2978513,+1.28306810E+02
0,1669221101.7402341,+1.28283510E+02
0,1669221102.175781,+1.28303790E+02
0,1669221102.6191406,+1.28315550E+02
0,1669221103.055664,+1.28312430E+02
0,1669221103.4970703,+1.28323560E+02
0,1669221103.9355469,+1.28356640E+02
0,1669221104.3759766,+1.28389510E+02
0,1669221104.8164062,+1.28429140E+02
0,1669221105.2539062,+1.28479070E+02
0,1669221105.694336,+1.28460140E+02
0,1669221106.131836,+1.28456290E+02
0,1669221106.571289,+1.28472730E+02
0,1669221107.0126953,+1.28487500E+02
0,1669221107.4531252,+1.28503210E+02
0,1669221107.8955078,+1.28604420E+02
0,1669221108.3378906,+1.28648950E+02
0,1669221108.7753906,+1.28613680E+02
0,1669221109.213867,+1.28612020E+02
0,1669221109.6542969,+1.28606920E+02
0,1669221110.0957031,+1.28653940E+02
0,1669221110.538086,+1.28636570E+02
0,1669221110.9785156,+1.28656120E+02
0,1669221111.4179688,+1.28696280E+02
0,1669221111.8554688,+1.28690350E+02
0,1669221112.2958984,+1.28792500E+02
0,1669221112.7373047,+1.28803320E+02
0,1669221113.175781,+1.28778040E+02
0,1669221113.6220703,+1.28929400E+02
0,1669221114.0615234,+1.28924920E+02
0,1669221114.5009763,+1.28912230E+02
0,1669221114.9414062,+1.28950620E+02
0,1669221115.378906,+1.28932410E+02
0,1669221115.819336,+1.28983070E+02
0,1669221116.256836,+1.28982240E+02
0,1669221116.696289,+1.28996080E+02
0,1669221117.1396484,+1.29030920E+02
0,1669221117.5771484,+1.29234290E+02
0,1669221118.0166016,+1.29139010E+02
0,1669221118.4541016,+1.29157730E+02
0,1669221118.8925781,+1.29161580E+02
0,1669221119.3330078,+1.29204020E+02
0,1669221119.7753906,+1.29216300E+02
0,1669221120.2109375,+1.29228570E+02
0,1669221120.6484375,+1.29228260E+02
0,1669221121.0908203,+1.29252910E+02
0,1669221121.5292969,+1.29253540E+02
0,1669221121.9667969,+1.29244380E+02
0,1669221122.4052734,+1.29290050E+02
0,1669221122.8496091,+1.29326250E+02
0,1669221123.2890625,+1.29314810E+02
0,1669221123.7265625,+1.29302740E+02
0,1669221124.1660154,+1.29335820E+02
0,1669221124.6035156,+1.29316890E+02
0,1669221125.0419922,+1.29367340E+02
0,1669221125.4804688,+1.29349450E+02
0,1669221125.9238281,+1.29381280E+02
0,1669221126.3671875,+1.29577890E+02
0,1669221126.803711,+1.29578410E+02
0,1669221127.2451172,+1.29531490E+02
0,1669221127.6865234,+1.29552300E+02
0,1669221128.1259766,+1.29568840E+02
0,1669221128.5673828,+1.29603480E+02
0,1669221129.0078125,+1.29594110E+02
0,1669221129.4482422,+1.29723100E+02
0,1669221129.8857422,+1.29672440E+02
0,1669221130.3261719,+1.29669630E+02
0,1669221130.7646484,+1.29713010E+02
0,1669221131.2001953,+1.29722270E+02
0,1669221131.6347656,+1.29741000E+02
0,1669221132.0732422,+1.29731740E+02
0,1669221132.5126953,+1.29721860E+02
0,1669221132.9472656,+1.29767520E+02
0,1669221133.3867188,+1.29835550E+02
0,1669221133.823242,+1.29867490E+02
0,1669221134.2626953,+1.29810900E+02
0,1669221134.703125,+1.29840860E+02
0,1669221135.1445312,+1.29842110E+02
0,1669221135.5830078,+1.29878520E+02
0,1669221136.0205078,+1.29918050E+02
0,1669221136.459961,+1.29918150E+02
0,1669221136.8984373,+1.29897660E+02
0,1669221137.334961,+1.29987740E+02
0,1669221137.7685544,+1.29959130E+02
0,1669221138.2041013,+1.29989820E+02
0,1669221138.6386719,+1.30072940E+02
0,1669221139.0742188,+1.30097380E+02
0,1669221139.5146484,+1.30141800E+02
0,1669221139.9521484,+1.30134940E+02
0,1669221140.3886716,+1.30116520E+02
0,1669221140.8291016,+1.30126410E+02
0,1669221141.2675781,+1.30172800E+02
0,1669221141.7109375,+1.30297840E+02
0,1669221142.147461,+1.30222940E+02
0,1669221142.5859375,+1.30211600E+02
0,1669221143.0253906,+1.30269860E+02
0,1669221143.4648438,+1.30253320E+02
0,1669221143.90625,+1.30282340E+02
0,1669221144.3417969,+1.30265800E+02
0,1669221144.785156,+1.30284110E+02
0,1669221145.2226562,+1.30328630E+02
0,1669221145.6572266,+1.30444510E+02
0,1669221146.0957031,+1.30380120E+02
0,1669221146.5332031,+1.30412990E+02
0,1669221146.972656,+1.30386990E+02
0,1669221147.413086,+1.30381790E+02
0,1669221147.8535156,+1.30414240E+02
0,1669221148.2841797,+1.30482170E+02
0,1669221148.7236328,+1.30471770E+02
0,1669221149.165039,+1.30509220E+02
0,1669221149.6035156,+1.30538860E+02
0,1669221150.0439453,+1.30543230E+02
0,1669221150.4863281,+1.30570170E+02
0,1669221150.928711,+1.30552910E+02
0,1669221151.3701172,+1.30553950E+02
0,1669221151.8125,+1.30589630E+02
0,1669221152.2519531,+1.30626140E+02
0,1669221152.6904297,+1.30665360E+02
0,1669221153.1308594,+1.30670040E+02
0,1669221153.5732422,+1.30673160E+02
