i,t_v,Resistencia(Ohms)
0,1669217184.140625,+1.16625360E+02
0,1669217184.5830078,+1.16617560E+02
0,1669217185.022461,+1.16613090E+02
0,1669217185.4570312,+1.16608930E+02
0,1669217185.8916013,+1.16605180E+02
0,1669217186.3300781,+1.16601750E+02
0,1669217186.7695312,+1.16600090E+02
0,1669217187.2070312,+1.16607060E+02
0,1669217187.6445312,+1.16597070E+02
0,1669217188.0839844,+1.16607780E+02
0,1669217188.5185547,+1.16613090E+02
0,1669217188.9570312,+1.16608410E+02
0,1669217189.3955078,+1.16605500E+02
0,1669217189.8339844,+1.16609450E+02
0,1669217190.2685544,+1.16609350E+02
0,1669217190.7070312,+1.16607260E+02
0,1669217191.1484375,+1.16608620E+02
0,1669217191.5859375,+1.16608300E+02
0,1669217192.026367,+1.16611840E+02
0,1669217192.4648438,+1.16615070E+02
0,1669217192.9042966,+1.16617980E+02
0,1669217193.3476562,+1.16613710E+02
0,1669217193.7958984,+1.16614440E+02
0,1669217194.2353516,+1.16613610E+02
0,1669217194.671875,+1.16610070E+02
0,1669217195.1142578,+1.16612260E+02
0,1669217195.5546875,+1.16608930E+02
0,1669217195.9902344,+1.16612260E+02
0,1669217196.4238281,+1.16612150E+02
0,1669217196.8623044,+1.16610280E+02
0,1669217197.3066406,+1.16609140E+02
0,1669217197.7421875,+1.16609030E+02
0,1669217198.1845703,+1.16610700E+02
0,1669217198.6220703,+1.16610800E+02
0,1669217199.0634766,+1.16606540E+02
0,1669217199.5039062,+1.16606020E+02
0,1669217199.9453125,+1.16606640E+02
0,1669217200.3867188,+1.16608100E+02
0,1669217200.823242,+1.16606220E+02
0,1669217201.2675781,+1.16607370E+02
0,1669217201.7041013,+1.16613190E+02
0,1669217202.1445312,+1.16610700E+02
0,1669217202.5830078,+1.16609350E+02
0,1669217203.024414,+1.16611010E+02
0,1669217203.461914,+1.16605290E+02
0,1669217203.9023438,+1.16607370E+02
0,1669217204.3417969,+1.16609660E+02
0,1669217204.78125,+1.16608100E+02
0,1669217205.2226562,+1.16610280E+02
0,1669217205.663086,+1.16610280E+02
0,1669217206.102539,+1.16610180E+02
0,1669217206.5439453,+1.16608820E+02
0,1669217206.9814453,+1.16606120E+02
0,1669217207.4238281,+1.16606740E+02
0,1669217207.8632812,+1.16610070E+02
0,1669217208.3027344,+1.16611010E+02
0,1669217208.7431638,+1.16612050E+02
0,1669217209.1845703,+1.16612990E+02
0,1669217209.6230469,+1.16610800E+02
0,1669217210.0585938,+1.16608300E+02
0,1669217210.4970703,+1.16607990E+02
0,1669217210.9365234,+1.16608930E+02
0,1669217211.3769531,+1.16609760E+02
0,1669217211.8134766,+1.16609760E+02
0,1669217212.2529294,+1.16609140E+02
0,1669217212.6923828,+1.16609140E+02
0,1669217213.131836,+1.16608510E+02
0,1669217213.571289,+1.16608100E+02
0,1669217214.0097656,+1.16609350E+02
0,1669217214.4531252,+1.16609240E+02
0,1669217214.894531,+1.16609970E+02
0,1669217215.3339844,+1.16609240E+02
0,1669217215.7714844,+1.16608930E+02
0,1669217216.2109375,+1.16609660E+02
0,1669217216.6503906,+1.16609140E+02
0,1669217217.0859375,+1.16608510E+02
0,1669217217.524414,+1.16609030E+02
0,1669217217.9638672,+1.16609030E+02
0,1669217218.4023438,+1.16609660E+02
0,1669217218.8427734,+1.16609240E+02
0,1669217219.2832031,+1.16608930E+02
0,1669217219.7236328,+1.16608510E+02
0,1669217220.1611328,+1.16608620E+02
0,1669217220.6015627,+1.16609550E+02
0,1669217221.0419922,+1.16612570E+02
0,1669217221.4804688,+1.16611530E+02
0,1669217221.916992,+1.16610280E+02
0,1669217222.3535156,+1.16612260E+02
0,1669217222.796875,+1.16611430E+02
0,1669217223.2363281,+1.16609550E+02
0,1669217223.6748044,+1.16609140E+02
0,1669217224.111328,+1.16608100E+02
0,1669217224.5527341,+1.16608930E+02
0,1669217224.993164,+1.16608100E+02
0,1669217225.4326172,+1.16610910E+02
0,1669217225.8710938,+1.16610180E+02
0,1669217226.3105466,+1.16610390E+02
0,1669217226.7460938,+1.16609450E+02
0,1669217227.1835938,+1.16608720E+02
0,1669217227.6240232,+1.16609970E+02
0,1669217228.0634766,+1.16611320E+02
0,1669217228.5019531,+1.16609550E+02
0,1669217228.944336,+1.16609450E+02
0,1669217229.383789,+1.16609140E+02
0,1669217229.819336,+1.16609240E+02
0,1669217230.2578125,+1.16607990E+02
0,1669217230.6972656,+1.16607260E+02
0,1669217231.1376953,+1.16608510E+02
0,1669217231.571289,+1.16610390E+02
0,1669217232.0146484,+1.16609870E+02
0,1669217232.4541016,+1.16611110E+02
0,1669217232.8984373,+1.16610180E+02
0,1669217233.3369138,+1.16608930E+02
0,1669217233.7763672,+1.16609760E+02
0,1669217234.2167966,+1.16609970E+02
0,1669217234.6572266,+1.16609760E+02
0,1669217235.0986328,+1.16610490E+02
0,1669217235.5361328,+1.16610700E+02
0,1669217235.977539,+1.16609030E+02
0,1669217236.413086,+1.16609140E+02
0,1669217236.8535156,+1.16608510E+02
0,1669217237.2939453,+1.16609550E+02
0,1669217237.7324219,+1.16609660E+02
0,1669217238.1728516,+1.16610180E+02
0,1669217238.609375,+1.16608300E+02
0,1669217239.0546875,+1.16607890E+02
0,1669217239.493164,+1.16610800E+02
0,1669217239.9365234,+1.16609450E+02
0,1669217240.375,+1.16608930E+02
0,1669217240.8105466,+1.16610490E+02
0,1669217241.2480469,+1.16610800E+02
0,1669217241.6875,+1.16609660E+02
0,1669217242.1279297,+1.16609550E+02
0,1669217242.5693357,+1.16609550E+02
0,1669217243.0058594,+1.16609030E+02
0,1669217243.4453125,+1.16610180E+02
0,1669217243.8886716,+1.16609350E+02
0,1669217244.3261719,+1.16609140E+02
0,1669217244.7636719,+1.16609660E+02
0,1669217245.2041013,+1.16610800E+02
0,1669217245.6445312,+1.16609350E+02
0,1669217246.0839844,+1.16610700E+02
0,1669217246.5234375,+1.16610590E+02
0,1669217246.9648438,+1.16609660E+02
0,1669217247.4052734,+1.16609030E+02
0,1669217247.8408203,+1.16607580E+02
0,1669217248.28125,+1.16608930E+02
0,1669217248.7197266,+1.16608200E+02
0,1669217249.1591794,+1.16609760E+02
0,1669217249.59375,+1.16610180E+02
0,1669217250.0361328,+1.16609450E+02
0,1669217250.4785156,+1.16609970E+02
0,1669217250.916992,+1.16608930E+02
0,1669217251.356445,+1.16609450E+02
