i,t_v,Resistencia(Ohms)
0,1669219271.8486328,+1.26088180E+02
0,1669219272.2861328,+1.26088700E+02
0,1669219272.725586,+1.26088800E+02
0,1669219273.165039,+1.26080580E+02
0,1669219273.6035156,+1.26079860E+02
0,1669219274.0419922,+1.26072680E+02
0,1669219274.4853513,+1.26068830E+02
0,1669219274.921875,+1.26066330E+02
0,1669219275.3613281,+1.26064460E+02
0,1669219275.8007812,+1.26059670E+02
0,1669219276.2382812,+1.26059050E+02
0,1669219276.6796875,+1.26055510E+02
0,1669219277.118164,+1.26054160E+02
0,1669219277.5576172,+1.26048440E+02
0,1669219277.9980466,+1.26045630E+02
0,1669219278.4384766,+1.26039390E+02
0,1669219278.8759766,+1.26034600E+02
0,1669219279.3173828,+1.26031170E+02
0,1669219279.756836,+1.26029200E+02
0,1669219280.2001953,+1.26028260E+02
0,1669219280.6416016,+1.26022540E+02
0,1669219281.082031,+1.26013900E+02
0,1669219281.5185547,+1.26003190E+02
0,1669219281.9609375,+1.25998300E+02
0,1669219282.4003906,+1.25986860E+02
0,1669219282.8378906,+1.25974370E+02
0,1669219283.2792969,+1.25969590E+02
0,1669219283.71875,+1.25967820E+02
0,1669219284.1572266,+1.25958460E+02
0,1669219284.5957031,+1.25950970E+02
0,1669219285.0361328,+1.25945350E+02
0,1669219285.4746094,+1.25941920E+02
0,1669219285.9160156,+1.25934640E+02
0,1669219286.3544922,+1.25903950E+02
0,1669219286.7939453,+1.25887100E+02
0,1669219287.2314453,+1.25889490E+02
0,1669219287.6679688,+1.25892190E+02
0,1669219288.1083984,+1.25895520E+02
0,1669219288.5468748,+1.25898120E+02
0,1669219288.9824219,+1.25900310E+02
0,1669219289.421875,+1.25903430E+02
0,1669219289.8623044,+1.25905820E+02
0,1669219290.3007812,+1.25892510E+02
0,1669219290.7353516,+1.25883980E+02
0,1669219291.1777344,+1.25878150E+02
0,1669219291.616211,+1.25875760E+02
0,1669219292.0585938,+1.25873890E+02
0,1669219292.4970703,+1.25872330E+02
0,1669219292.9375,+1.25872330E+02
0,1669219293.3808594,+1.25869730E+02
0,1669219293.8164062,+1.25870140E+02
0,1669219294.2519531,+1.25870040E+02
0,1669219294.6894531,+1.25870770E+02
0,1669219295.125,+1.25869410E+02
0,1669219295.5644531,+1.25866400E+02
0,1669219296.0039062,+1.25856410E+02
0,1669219296.4423828,+1.25849540E+02
0,1669219296.8808594,+1.25847670E+02
0,1669219297.3222656,+1.25849440E+02
0,1669219297.7617188,+1.25851420E+02
0,1669219298.2041013,+1.25852870E+02
0,1669219298.6425781,+1.25853190E+02
0,1669219299.082031,+1.25853080E+02
0,1669219299.5234375,+1.25847360E+02
0,1669219299.9589841,+1.25808960E+02
0,1669219300.3984373,+1.25784930E+02
0,1669219300.8359375,+1.25776400E+02
0,1669219301.274414,+1.25769010E+02
0,1669219301.7128906,+1.25763910E+02
0,1669219302.15332,+1.25760580E+02
0,1669219302.5927734,+1.25754650E+02
0,1669219303.0292969,+1.25748620E+02
0,1669219303.4677734,+1.25744670E+02
0,1669219303.90625,+1.25740400E+02
0,1669219304.3447266,+1.25734160E+02
0,1669219304.785156,+1.25732910E+02
0,1669219305.227539,+1.25731350E+02
0,1669219305.6660154,+1.25730730E+02
0,1669219306.1035156,+1.25729060E+02
0,1669219306.5429685,+1.25728020E+02
0,1669219306.9814453,+1.25720850E+02
0,1669219307.4189453,+1.25690160E+02
0,1669219307.8574219,+1.25681420E+02
0,1669219308.3007812,+1.25676220E+02
0,1669219308.7382812,+1.25674660E+02
0,1669219309.1767578,+1.25669460E+02
0,1669219309.616211,+1.25652920E+02
0,1669219310.053711,+1.25653330E+02
0,1669219310.493164,+1.25661030E+02
0,1669219310.9335935,+1.25662800E+02
0,1669219311.3740234,+1.25655830E+02
0,1669219311.8134766,+1.25642930E+02
0,1669219312.2480469,+1.25641370E+02
0,1669219312.691406,+1.25639810E+02
0,1669219313.1269531,+1.25637420E+02
0,1669219313.5683594,+1.25630870E+02
0,1669219314.006836,+1.25631390E+02
0,1669219314.4511719,+1.25630350E+02
0,1669219314.890625,+1.25634090E+02
0,1669219315.3310547,+1.25634610E+02
0,1669219315.7734375,+1.25627220E+02
0,1669219316.213867,+1.25621610E+02
0,1669219316.6523438,+1.25618490E+02
0,1669219317.0947263,+1.25619210E+02
0,1669219317.5341797,+1.25613910E+02
0,1669219317.972656,+1.25608810E+02
0,1669219318.4111328,+1.25608600E+02
0,1669219318.8496091,+1.25606110E+02
0,1669219319.288086,+1.25604440E+02
0,1669219319.725586,+1.25605900E+02
0,1669219320.165039,+1.25611000E+02
0,1669219320.6054688,+1.25615680E+02
0,1669219321.0439453,+1.25618170E+02
0,1669219321.484375,+1.25610580E+02
0,1669219321.9238281,+1.25601220E+02
0,1669219322.3603516,+1.25593830E+02
0,1669219322.7988281,+1.25591440E+02
0,1669219323.2382812,+1.25589360E+02
0,1669219323.6767578,+1.25588420E+02
0,1669219324.116211,+1.25587700E+02
0,1669219324.5527341,+1.25587700E+02
0,1669219324.993164,+1.25587700E+02
0,1669219325.4306638,+1.25587700E+02
0,1669219325.8730469,+1.25587490E+02
0,1669219326.3115234,+1.25588010E+02
0,1669219326.7529294,+1.25588740E+02
0,1669219327.1933594,+1.25587800E+02
0,1669219327.6308594,+1.25587280E+02
0,1669219328.0664062,+1.25587280E+02
0,1669219328.5117188,+1.25586660E+02
0,1669219328.9521484,+1.25585510E+02
0,1669219329.3925781,+1.25585200E+02
0,1669219329.8369138,+1.25583430E+02
0,1669219330.2792969,+1.25581970E+02
0,1669219330.7177732,+1.25581970E+02
0,1669219331.1601562,+1.25580310E+02
0,1669219331.5986328,+1.25578650E+02
0,1669219332.0371091,+1.25577810E+02
0,1669219332.4755857,+1.25576980E+02
0,1669219332.9189453,+1.25575210E+02
0,1669219333.3574219,+1.25574690E+02
0,1669219333.7939453,+1.25569080E+02
0,1669219334.2373047,+1.25557940E+02
0,1669219334.6748044,+1.25543800E+02
0,1669219335.1152344,+1.25538080E+02
0,1669219335.5527341,+1.25534020E+02
0,1669219335.9941406,+1.25528710E+02
0,1669219336.4335935,+1.25527570E+02
0,1669219336.8710938,+1.25525380E+02
0,1669219337.3105466,+1.25523100E+02
0,1669219337.7480469,+1.25523300E+02
0,1669219338.1865234,+1.25523410E+02
0,1669219338.6308594,+1.25522780E+02
0,1669219339.0693357,+1.25523100E+02
0,1669219339.5117188,+1.25522680E+02
0,1669219339.9472656,+1.25522160E+02
0,1669219340.3876953,+1.25522990E+02
0,1669219340.8261719,+1.25524450E+02
0,1669219341.2636719,+1.25524550E+02
0,1669219341.7001953,+1.25523100E+02
0,1669219342.1416016,+1.25517580E+02
0,1669219342.5830078,+1.25509160E+02
0,1669219343.0214844,+1.25505000E+02
0,1669219343.4628904,+1.25503330E+02
0,1669219343.9033203,+1.25503850E+02
0,1669219344.34375,+1.25503020E+02
0,1669219344.785156,+1.25498230E+02
0,1669219345.2265625,+1.25490120E+02
0,1669219345.665039,+1.25474520E+02
0,1669219346.102539,+1.25465570E+02
0,1669219346.5419922,+1.25452880E+02
0,1669219346.9804688,+1.25445390E+02
0,1669219347.4199219,+1.25437800E+02
0,1669219347.859375,+1.25435300E+02
0,1669219348.2988281,+1.25434780E+02
0,1669219348.7373047,+1.25432700E+02
0,1669219349.175781,+1.25432280E+02
0,1669219349.6171875,+1.25431660E+02
0,1669219350.053711,+1.25430510E+02
0,1669219350.493164,+1.25430100E+02
0,1669219350.9355469,+1.25428120E+02
0,1669219351.3740234,+1.25414490E+02
0,1669219351.8134766,+1.25411480E+02
0,1669219352.2539062,+1.25408150E+02
0,1669219352.6923828,+1.25404400E+02
0,1669219353.1289062,+1.25398270E+02
0,1669219353.5703125,+1.25393270E+02
0,1669219354.008789,+1.25389630E+02
0,1669219354.4482422,+1.25387660E+02
0,1669219354.8876953,+1.25387660E+02
0,1669219355.3222656,+1.25386300E+02
0,1669219355.7578125,+1.25387030E+02
0,1669219356.196289,+1.25385470E+02
0,1669219356.6308594,+1.25382660E+02
0,1669219357.0703125,+1.25380060E+02
0,1669219357.510742,+1.25377770E+02
0,1669219357.9521484,+1.25376940E+02
0,1669219358.3935547,+1.25374760E+02
0,1669219358.834961,+1.25372990E+02
0,1669219359.2763672,+1.25373200E+02
0,1669219359.7158203,+1.25371640E+02
0,1669219360.1591794,+1.25370800E+02
0,1669219360.5986328,+1.25369040E+02
0,1669219361.038086,+1.25368720E+02
0,1669219361.4765625,+1.25366850E+02
0,1669219361.9179688,+1.25365810E+02
0,1669219362.356445,+1.25362380E+02
0,1669219362.7949216,+1.25359260E+02
0,1669219363.2353516,+1.25359150E+02
0,1669219363.6738281,+1.25354990E+02
0,1669219364.1142578,+1.25352700E+02
0,1669219364.5517578,+1.25348860E+02
0,1669219364.9902344,+1.25344900E+02
0,1669219365.428711,+1.25341470E+02
0,1669219365.868164,+1.25340330E+02
0,1669219366.3095703,+1.25338560E+02
0,1669219366.7529294,+1.25337310E+02
0,1669219367.194336,+1.25334500E+02
0,1669219367.6347656,+1.25330440E+02
0,1669219368.0732422,+1.25328470E+02
0,1669219368.510742,+1.25325660E+02
0,1669219368.9501953,+1.25321500E+02
0,1669219369.3896484,+1.25319000E+02
0,1669219369.8300781,+1.25316300E+02
0,1669219370.2724607,+1.25314630E+02
0,1669219370.711914,+1.25311090E+02
0,1669219371.1552734,+1.25310890E+02
0,1669219371.59375,+1.25308810E+02
0,1669219372.0341797,+1.25309120E+02
0,1669219372.4716794,+1.25307140E+02
0,1669219372.9199219,+1.25307660E+02
0,1669219373.3613281,+1.25305890E+02
0,1669219373.7978513,+1.25304960E+02
0,1669219374.2392578,+1.25303710E+02
0,1669219374.675781,+1.25302670E+02
0,1669219375.1152344,+1.25299340E+02
0,1669219375.553711,+1.25298400E+02
0,1669219375.991211,+1.25296950E+02
0,1669219376.4306638,+1.25293510E+02
0,1669219376.8730469,+1.25288630E+02
0,1669219377.3134766,+1.25282800E+02
0,1669219377.7509766,+1.25278950E+02
0,1669219378.194336,+1.25277390E+02
0,1669219378.631836,+1.25273650E+02
0,1669219379.0722656,+1.25272610E+02
0,1669219379.5136716,+1.25270110E+02
0,1669219379.9550781,+1.25266160E+02
0,1669219380.3935547,+1.25263240E+02
0,1669219380.8291016,+1.25263970E+02
0,1669219381.2675781,+1.25261470E+02
0,1669219381.7060547,+1.25260430E+02
0,1669219382.1435544,+1.25260640E+02
0,1669219382.5839844,+1.25260330E+02
0,1669219383.0273435,+1.25260120E+02
0,1669219383.4707031,+1.25259190E+02
0,1669219383.913086,+1.25258350E+02
0,1669219384.3554688,+1.25258040E+02
0,1669219384.7958984,+1.25256270E+02
0,1669219385.2373047,+1.25255860E+02
0,1669219385.6787107,+1.25254510E+02
0,1669219386.1210938,+1.25253150E+02
0,1669219386.5625,+1.25251490E+02
0,1669219387.0,+1.25250760E+02
0,1669219387.4414062,+1.25248780E+02
0,1669219387.8779294,+1.25249100E+02
0,1669219388.3203125,+1.25245770E+02
0,1669219388.7607422,+1.25244310E+02
0,1669219389.2001953,+1.25242440E+02
0,1669219389.6386719,+1.25240460E+02
0,1669219390.078125,+1.25239010E+02
0,1669219390.5185547,+1.25237030E+02
0,1669219390.9541016,+1.25235570E+02
0,1669219391.3925781,+1.25234220E+02
0,1669219391.828125,+1.25235880E+02
0,1669219392.2666016,+1.25233080E+02
