i,t_v,tensión(V)
0,1668002476.2603917,-7.94790000E-05

0,1668002476.7813919,-8.05720000E-05

0,1668002477.3013918,-7.52640000E-05

0,1668002477.8313918,-7.56280000E-05

0,1668002478.3513918,-7.60030000E-05

0,1668002478.8813918,-7.53990000E-05

0,1668002479.401392,-7.17980000E-05

0,1668002479.9313917,-7.40880000E-05

0,1668002480.4513917,-7.14340000E-05

0,1668002480.981392,-7.14960000E-05

0,1668002481.501392,-7.22870000E-05

0,1668002482.0313919,-7.06010000E-05

0,1668002482.5513918,-6.99970000E-05

0,1668002483.0813918,-7.23290000E-05

0,1668002483.6013918,-7.04030000E-05

0,1668002484.1313918,-6.93520000E-05

0,1668002484.6513917,-6.97160000E-05

0,1668002485.181392,-6.85090000E-05

0,1668002485.701392,-6.86230000E-05

0,1668002486.2313917,-6.93100000E-05

0,1668002486.7523916,-6.64060000E-05

0,1668002487.2823918,-6.62400000E-05

0,1668002487.8023918,-6.62190000E-05

0,1668002488.3323917,-6.79570000E-05

0,1668002488.8523917,-6.29510000E-05

0,1668002489.3823917,-6.38040000E-05

0,1668002489.9033918,-6.38040000E-05

0,1668002490.4333918,-6.28670000E-05

0,1668002490.9533918,-6.42310000E-05

0,1668002491.4833918,-5.89230000E-05

0,1668002492.0033917,-5.73510000E-05

0,1668002492.533392,-6.19410000E-05

0,1668002493.053392,-6.20560000E-05

0,1668002493.5833917,-5.94330000E-05

0,1668002494.1033916,-5.99110000E-05

0,1668002494.6233916,-5.93290000E-05

0,1668002495.1533918,-5.99320000E-05

0,1668002495.6733918,-5.85900000E-05

0,1668002496.2033918,-5.90790000E-05

0,1668002496.7233918,-5.81420000E-05

0,1668002497.253392,-5.81840000E-05

0,1668002497.774392,-5.59040000E-05

0,1668002498.3043916,-5.42180000E-05

0,1668002498.8243916,-5.46860000E-05

0,1668002499.3503919,-5.59350000E-05

0,1668002499.8803916,-5.41350000E-05

0,1668002500.4003916,-5.27300000E-05

0,1668002500.9303918,-5.16990000E-05

0,1668002501.4503918,-5.16160000E-05

0,1668002501.9803917,-5.14700000E-05

0,1668002502.5003917,-5.18140000E-05

0,1668002503.0303917,-5.05850000E-05

0,1668002503.550392,-5.11790000E-05

0,1668002504.0803916,-5.16990000E-05

0,1668002504.6003916,-5.07730000E-05

0,1668002505.1203916,-5.09290000E-05

0,1668002505.6503918,-4.92840000E-05

0,1668002506.1803918,-4.93050000E-05

0,1668002506.7003918,-5.02630000E-05

0,1668002507.2303917,-4.79420000E-05

0,1668002507.7503917,-4.66930000E-05

0,1668002508.2803917,-4.74730000E-05

0,1668002508.8003917,-4.47980000E-05

0,1668002509.330392,-4.35490000E-05

0,1668002509.8553917,-4.44650000E-05

0,1668002510.3753917,-4.33930000E-05

0,1668002510.905392,-4.08430000E-05

0,1668002511.4323916,-3.93030000E-05

0,1668002511.9523916,-3.93440000E-05

0,1668002512.4823918,-4.02180000E-05

0,1668002513.0023918,-4.11450000E-05

0,1668002513.5323918,-3.87090000E-05

0,1668002514.0623918,-3.83760000E-05

0,1668002514.5823917,-3.78870000E-05

0,1668002515.1123917,-3.65030000E-05

0,1668002515.6393917,-3.63260000E-05

0,1668002516.1593916,-3.76790000E-05

0,1668002516.6893919,-3.72310000E-05

0,1668002517.2093873,-3.49410000E-05

0,1668002517.730382,-3.32970000E-05

0,1668002518.2643769,-3.16210000E-05

0,1668002518.7843716,-3.30570000E-05

0,1668002519.314366,-3.04970000E-05

0,1668002519.844361,-3.12260000E-05

0,1668002520.3643558,-2.97890000E-05

0,1668002520.8943505,-2.99140000E-05

0,1668002521.4143453,-2.77700000E-05

0,1668002521.94434,-2.59070000E-05

0,1668002522.464335,-2.59690000E-05

0,1668002522.9943297,-2.57510000E-05

0,1668002523.5133245,-2.61770000E-05

0,1668002524.0433192,-2.57920000E-05

0,1668002524.5733137,-2.59690000E-05

0,1668002525.0933087,-2.38250000E-05

0,1668002525.6233034,-2.31800000E-05

0,1668002526.1432984,-2.27430000E-05

0,1668002526.6732929,-2.16390000E-05

0,1668002527.1932876,-2.32210000E-05

0,1668002527.7232823,-2.03280000E-05

0,1668002528.2432773,-2.12230000E-05

0,1668002528.7732718,-1.88080000E-05

0,1668002529.2932668,-2.07130000E-05

0,1668002529.8242614,-1.89120000E-05

0,1668002530.3442562,-1.91410000E-05

0,1668002530.874251,-1.68510000E-05

0,1668002531.3942456,-1.45720000E-05

0,1668002531.9242404,-1.54250000E-05

0,1668002532.4482353,-1.75700000E-05

0,1668002532.9682302,-1.46660000E-05

0,1668002533.498225,-1.48530000E-05

0,1668002534.0182195,-1.63000000E-05

0,1668002534.5482142,-1.28550000E-05

0,1668002535.0682092,-7.62900000E-06

0,1668002535.590204,-1.19070000E-05

0,1668002536.1201987,-1.26880000E-05

0,1668002536.6401932,-1.04190000E-05

0,1668002537.170188,-9.51300000E-06

0,1668002537.690183,-8.51400000E-06

0,1668002538.2181778,-5.66200000E-06

0,1668002538.7451725,-8.04600000E-06

0,1668002539.2651675,-5.12100000E-06

0,1668002539.7951622,-3.60100000E-06

0,1668002540.3151567,-3.42400000E-06

0,1668002540.8451514,-5.48500000E-06

0,1668002541.3651464,-3.14300000E-06

0,1668002541.8951411,-3.93400000E-06

0,1668002542.4151359,-2.14400000E-06

0,1668002542.9451306,-1.23900000E-06

0,1668002543.4651253,-3.43000000E-07

