i,t_v,tensión(V)
0,1668007897.2154896,+1.01578800E-03

0,1668007897.7454526,+1.01549600E-03

0,1668007898.2654161,+1.01565200E-03

0,1668007898.795379,+1.01549600E-03

0,1668007899.3153427,+1.01584000E-03

0,1668007899.8453057,+1.01573600E-03

0,1668007900.3702693,+1.01579800E-03

0,1668007900.8902326,+1.01581900E-03

0,1668007901.4201956,+1.01542300E-03

0,1668007901.9401593,+1.01510100E-03

0,1668007902.470122,+1.01497600E-03

0,1668007902.9900856,+1.01440300E-03

0,1668007903.5200486,+1.01410200E-03

0,1668007904.0400124,+1.01407000E-03

0,1668007904.5699751,+1.01342500E-03

0,1668007905.0999382,+1.01291500E-03

0,1668007905.6199017,+1.01241500E-03

0,1668007906.1498644,+1.01170800E-03

0,1668007906.6698282,+1.01117700E-03

0,1668007907.201793,+1.01055200E-03

0,1668007907.7217567,+1.01009400E-03

0,1668007908.2517197,+1.00960500E-03

0,1668007908.7716832,+1.00918900E-03

0,1668007909.301646,+1.00900100E-03

0,1668007909.8216097,+1.00851200E-03

0,1668007910.3515725,+1.00818900E-03

0,1668007910.878537,+1.00817900E-03

0,1668007911.400507,+1.00753400E-03

0,1668007911.9214704,+1.00744000E-03

0,1668007912.4484339,+1.00724200E-03

0,1668007912.978397,+1.00707600E-03

0,1668007913.4983606,+1.00713800E-03

0,1668007914.0283234,+1.00645100E-03

0,1668007914.548287,+1.00636800E-03

0,1668007915.07825,+1.00592000E-03

0,1668007915.5962155,+1.00572300E-03

0,1668007916.1261785,+1.00542100E-03

0,1668007916.6561413,+1.00497300E-03

0,1668007917.176105,+1.00443200E-03

0,1668007917.706068,+1.00413000E-03

0,1668007918.2260315,+1.00340200E-03

0,1668007918.7559943,+1.00298500E-03

0,1668007919.275958,+1.00232900E-03

0,1668007919.805921,+1.00172600E-03

0,1668007920.3358839,+1.00110100E-03

0,1668007920.8558474,+1.00062200E-03

0,1668007921.3858101,+1.00043500E-03

0,1668007921.9057739,+9.99707000E-04

0,1668007922.4327376,+9.99675000E-04

0,1668007922.9627004,+9.99290000E-04

0,1668007923.4826639,+9.99186000E-04

0,1668007924.012627,+9.99124000E-04

0,1668007924.5425897,+9.99030000E-04

0,1668007925.0625534,+9.99113000E-04

0,1668007925.5925164,+9.98895000E-04

0,1668007926.11248,+9.99363000E-04

0,1668007926.6424427,+9.99675000E-04

0,1668007927.1724057,+9.99759000E-04

0,1668007927.6923695,+9.99654000E-04

0,1668007928.2233322,+9.99946000E-04

0,1668007928.7432957,+1.00005000E-03

0,1668007929.2732587,+1.00037300E-03

0,1668007929.7932224,+1.00022700E-03

0,1668007930.3231852,+1.00027900E-03

0,1668007930.8531482,+1.00010200E-03

0,1668007931.3731117,+9.99904000E-04

0,1668007931.8990753,+9.99956000E-04

0,1668007932.429038,+9.99613000E-04

0,1668007932.9490018,+9.98853000E-04

0,1668007933.4789648,+9.98707000E-04

0,1668007934.0039284,+9.98759000E-04

0,1668007934.523892,+9.98197000E-04

0,1668007935.0538547,+9.97573000E-04

0,1668007935.5738184,+9.97500000E-04

0,1668007936.1037815,+9.97313000E-04

0,1668007936.623745,+9.97084000E-04

0,1668007937.1537077,+9.97042000E-04

0,1668007937.6736715,+9.97271000E-04

0,1668007938.2026594,+9.97521000E-04

0,1668007938.726649,+9.97666000E-04

0,1668007939.2566388,+9.97677000E-04

0,1668007939.7766283,+9.97604000E-04

0,1668007940.3066175,+9.97937000E-04

0,1668007940.826607,+9.97739000E-04

0,1668007941.3565965,+9.97552000E-04

0,1668007941.8765862,+9.97698000E-04

0,1668007942.4065757,+9.97011000E-04

0,1668007942.936565,+9.96740000E-04

0,1668007943.4565544,+9.96438000E-04

0,1668007943.9865441,+9.96105000E-04

0,1668007944.5065336,+9.95647000E-04

0,1668007945.036523,+9.95179000E-04

0,1668007945.5565126,+9.94950000E-04

0,1668007946.0865018,+9.94534000E-04

0,1668007946.6064916,+9.94440000E-04

0,1668007947.136481,+9.94502000E-04

0,1668007947.6564705,+9.94076000E-04

0,1668007948.18646,+9.94721000E-04

0,1668007948.7064497,+9.95085000E-04

0,1668007949.236439,+9.95127000E-04

0,1668007949.7564285,+9.95626000E-04

0,1668007950.286418,+9.95710000E-04

0,1668007950.8064077,+9.96043000E-04

0,1668007951.3363972,+9.96126000E-04

0,1668007951.8563867,+9.95783000E-04

0,1668007952.386376,+9.95710000E-04

0,1668007952.9073656,+9.95616000E-04

0,1668007953.437355,+9.95033000E-04

0,1668007953.9573445,+9.94398000E-04

0,1668007954.4873338,+9.93867000E-04

0,1668007955.0073237,+9.93212000E-04

0,1668007955.537313,+9.92462000E-04

0,1668007956.0613031,+9.91546000E-04

0,1668007956.5912924,+9.90641000E-04

0,1668007957.1112819,+9.90110000E-04

0,1668007957.6422715,+9.89163000E-04

0,1668007958.162261,+9.88965000E-04

0,1668007958.6932504,+9.87820000E-04

0,1668007959.2132401,+9.87955000E-04

0,1668007959.7442296,+9.87216000E-04

0,1668007960.264219,+9.86873000E-04

0,1668007960.7942085,+9.86269000E-04

0,1668007961.3141983,+9.85926000E-04

0,1668007961.841188,+9.85634000E-04

0,1668007962.3681774,+9.85634000E-04

0,1668007962.898167,+9.85051000E-04

0,1668007963.4181564,+9.84926000E-04

0,1668007963.9481459,+9.84552000E-04

0,1668007964.4781353,+9.84708000E-04

0,1668007964.9981248,+9.85551000E-04

0,1668007965.528114,+9.85676000E-04

0,1668007966.0481036,+9.82720000E-04

0,1668007966.5780933,+9.83553000E-04

0,1668007967.0970829,+9.81887000E-04

0,1668007967.6270726,+9.82012000E-04

0,1668007968.148062,+9.85145000E-04

0,1668007968.6810517,+9.83022000E-04

0,1668007969.2010412,+9.82855000E-04

0,1668007969.7310305,+9.83209000E-04

0,1668007970.26102,+9.84167000E-04

0,1668007970.7810097,+9.84323000E-04

0,1668007971.3119998,+9.84156000E-04

0,1668007971.8329902,+9.84999000E-04

0,1668007972.3629797,+9.84677000E-04

0,1668007972.8829694,+9.84573000E-04

0,1668007973.4129586,+9.84760000E-04

0,1668007973.9329486,+9.84583000E-04

0,1668007974.4629378,+9.83480000E-04

0,1668007974.9829273,+9.85801000E-04

0,1668007975.5129168,+9.84396000E-04

0,1668007976.0329065,+9.98437000E-04

0,1668007976.5628958,+9.91026000E-04

0,1668007977.0828853,+9.86446000E-04

0,1668007977.6068752,+9.83802000E-04

0,1668007978.1368644,+9.84926000E-04

0,1668007978.6578543,+9.85280000E-04

0,1668007979.1878436,+9.85468000E-04

0,1668007979.707833,+9.85478000E-04

0,1668007980.2378228,+9.85624000E-04

0,1668007980.7578123,+9.85707000E-04

0,1668007981.2878015,+9.85447000E-04

0,1668007981.807791,+9.85676000E-04

0,1668007982.3377805,+9.85572000E-04

0,1668007982.8677702,+9.84906000E-04

0,1668007983.3917599,+9.84760000E-04

0,1668007983.9117494,+9.84364000E-04

0,1668007984.4417388,+9.84146000E-04

0,1668007984.9617286,+9.83657000E-04

0,1668007985.4917178,+9.83324000E-04

0,1668007986.0117073,+9.83043000E-04

0,1668007986.5416968,+9.82803000E-04

0,1668007987.0616863,+9.82418000E-04

0,1668007987.591676,+9.82335000E-04

0,1668007988.1116655,+9.82241000E-04

0,1668007988.6416547,+9.82293000E-04

0,1668007989.1616442,+9.81991000E-04

0,1668007989.691634,+9.82033000E-04

0,1668007990.2116234,+9.81898000E-04

0,1668007990.741613,+9.81950000E-04

