i,t_v,Resistencia(Ohms)
0,1669208417.5410156,+1.22473930E+02
0,1669208417.9804688,+1.22473930E+02
0,1669208418.4238281,+1.22476010E+02
0,1669208418.8623044,+1.22478920E+02
0,1669208419.3027344,+1.22480280E+02
0,1669208419.7421875,+1.22473410E+02
0,1669208420.1796875,+1.22478510E+02
0,1669208420.6220703,+1.22482360E+02
0,1669208421.0634766,+1.22481840E+02
0,1669208421.5029297,+1.22482250E+02
0,1669208421.9423828,+1.22482880E+02
0,1669208422.3769531,+1.22480170E+02
0,1669208422.8164062,+1.22477050E+02
0,1669208423.2548828,+1.22476220E+02
0,1669208423.6953125,+1.22476430E+02
0,1669208424.131836,+1.22477680E+02
0,1669208424.5703125,+1.22476430E+02
0,1669208425.0097656,+1.22480070E+02
0,1669208425.4462888,+1.22483400E+02
0,1669208425.8857422,+1.22482250E+02
0,1669208426.323242,+1.22482150E+02
0,1669208426.7626953,+1.22482770E+02
0,1669208427.2011716,+1.22482360E+02
0,1669208427.6435544,+1.22480170E+02
0,1669208428.0830078,+1.22481210E+02
0,1669208428.524414,+1.22479030E+02
0,1669208428.9648438,+1.22478200E+02
0,1669208429.4042966,+1.22477990E+02
0,1669208429.84375,+1.22477570E+02
0,1669208430.2871094,+1.22476640E+02
0,1669208430.725586,+1.22475700E+02
0,1669208431.1640625,+1.22476950E+02
0,1669208431.6035156,+1.22475390E+02
0,1669208432.0449219,+1.22474450E+02
0,1669208432.4824219,+1.22474870E+02
0,1669208432.9228516,+1.22474240E+02
0,1669208433.3613281,+1.22475180E+02
0,1669208433.7988281,+1.22474040E+02
0,1669208434.2373047,+1.22474350E+02
0,1669208434.6767578,+1.22472890E+02
0,1669208435.1152344,+1.22472890E+02
0,1669208435.5507812,+1.22473520E+02
0,1669208435.9892578,+1.22473000E+02
0,1669208436.4248047,+1.22473000E+02
0,1669208436.8642578,+1.22473520E+02
0,1669208437.3007812,+1.22472790E+02
