i,t_v,tensión(V)
0,1668614511.524414,+1.20925220E+02
0,1668614511.9648438,+1.20923030E+02
0,1668614512.4072266,+1.20923030E+02
0,1668614512.8457031,+1.20922410E+02
0,1668614513.2822263,+1.20920220E+02
0,1668614513.7236328,+1.20918970E+02
0,1668614514.1601562,+1.20918770E+02
0,1668614514.5966797,+1.20917410E+02
0,1668614515.0351562,+1.20915650E+02
0,1668614515.4804688,+1.20912940E+02
0,1668614515.9199219,+1.20911900E+02
0,1668614516.3583984,+1.20911170E+02
0,1668614516.796875,+1.20910030E+02
0,1668614517.2363281,+1.20908780E+02
0,1668614517.6738281,+1.20907010E+02
0,1668614518.1123047,+1.20906180E+02
0,1668614518.5566406,+1.20904930E+02
0,1668614518.9970703,+1.20904720E+02
0,1668614519.4345703,+1.20904510E+02
0,1668614519.8759766,+1.20903680E+02
0,1668614520.3154297,+1.20903790E+02
0,1668614520.7558591,+1.20903790E+02
0,1668614521.1972656,+1.20903890E+02
0,1668614521.6337888,+1.20903060E+02
0,1668614522.0839844,+1.20902850E+02
0,1668614522.5214844,+1.20903160E+02
0,1668614522.9628904,+1.20902850E+02
0,1668614523.4023438,+1.20902540E+02
0,1668614523.8427734,+1.20902020E+02
0,1668614524.2832031,+1.20902230E+02
0,1668614524.7265625,+1.20900460E+02
0,1668614525.1689453,+1.20900560E+02
0,1668614525.6015627,+1.20899730E+02
0,1668614526.0458984,+1.20898690E+02
0,1668614526.4853513,+1.20898690E+02
0,1668614526.9267578,+1.20897230E+02
0,1668614527.368164,+1.20896710E+02
0,1668614527.8105466,+1.20895360E+02
0,1668614528.2519531,+1.20894630E+02
0,1668614528.6923828,+1.20892760E+02
0,1668614529.1328125,+1.20891720E+02
0,1668614529.5722654,+1.20890260E+02
0,1668614530.0117188,+1.20890260E+02
0,1668614530.4521484,+1.20887870E+02
0,1668614530.8925781,+1.20887450E+02
0,1668614531.3369138,+1.20886830E+02
0,1668614531.7734375,+1.20886310E+02
0,1668614532.213867,+1.20884960E+02
0,1668614532.6552734,+1.20884650E+02
0,1668614533.0957031,+1.20884020E+02
0,1668614533.5371091,+1.20884020E+02
0,1668614533.9794922,+1.20883400E+02
0,1668614534.4199219,+1.20883810E+02
0,1668614534.8613281,+1.20883920E+02
0,1668614535.3017578,+1.20884330E+02
0,1668614535.741211,+1.20883190E+02
0,1668614536.1816406,+1.20883290E+02
0,1668614536.620117,+1.20883190E+02
0,1668614537.0605469,+1.20882360E+02
0,1668614537.5,+1.20881630E+02
0,1668614537.9384766,+1.20881940E+02
0,1668614538.3798828,+1.20881320E+02
0,1668614538.8183594,+1.20881730E+02
0,1668614539.2578125,+1.20880280E+02
0,1668614539.698242,+1.20879550E+02
0,1668614540.140625,+1.20878610E+02
0,1668614540.578125,+1.20878200E+02
0,1668614541.0214844,+1.20877780E+02
0,1668614541.459961,+1.20877470E+02
0,1668614541.8984373,+1.20876640E+02
0,1668614542.3398435,+1.20876430E+02
0,1668614542.78125,+1.20875910E+02
0,1668614543.2226562,+1.20875080E+02
0,1668614543.663086,+1.20874140E+02
0,1668614544.1074216,+1.20873520E+02
0,1668614544.5449219,+1.20873000E+02
0,1668614544.9814453,+1.20873200E+02
0,1668614545.421875,+1.20873930E+02
0,1668614545.8720703,+1.20873100E+02
0,1668614546.3046875,+1.20872790E+02
0,1668614546.7373047,+1.20873720E+02
0,1668614547.1748044,+1.20872370E+02
0,1668614547.618164,+1.20873000E+02
0,1668614548.0585938,+1.20873410E+02
0,1668614548.4980466,+1.20872890E+02
0,1668614548.9355469,+1.20873410E+02
0,1668614549.3759766,+1.20873830E+02
0,1668614549.8125,+1.20874760E+02
0,1668614550.2509766,+1.20874660E+02
0,1668614550.6923828,+1.20876010E+02
0,1668614551.1308594,+1.20875700E+02
0,1668614551.5683594,+1.20876010E+02
0,1668614552.006836,+1.20876010E+02
0,1668614552.4482422,+1.20876840E+02
0,1668614552.8896484,+1.20877160E+02
0,1668614553.3310547,+1.20877260E+02
0,1668614553.774414,+1.20877260E+02
0,1668614554.2109375,+1.20876840E+02
0,1668614554.6513672,+1.20877050E+02
0,1668614555.0908203,+1.20877880E+02
0,1668614555.5253906,+1.20878300E+02
0,1668614555.9638672,+1.20877570E+02
0,1668614556.4003906,+1.20878510E+02
0,1668614556.8388672,+1.20878200E+02
0,1668614557.2773438,+1.20877990E+02
0,1668614557.7158203,+1.20878400E+02
0,1668614558.15625,+1.20878610E+02
0,1668614558.5976562,+1.20877990E+02
0,1668614559.0419922,+1.20877780E+02
0,1668614559.4794922,+1.20878920E+02
0,1668614559.9208982,+1.20878200E+02
0,1668614560.3623044,+1.20878300E+02
0,1668614560.8027344,+1.20879240E+02
0,1668614561.241211,+1.20878720E+02
0,1668614561.6835938,+1.20878090E+02
0,1668614562.1191406,+1.20878610E+02
0,1668614562.5625,+1.20878300E+02
0,1668614563.0048826,+1.20878920E+02
0,1668614563.4414062,+1.20878610E+02
0,1668614563.8818357,+1.20879030E+02
0,1668614564.3242185,+1.20878920E+02
0,1668614564.7617188,+1.20877990E+02
0,1668614565.2021484,+1.20877780E+02
0,1668614565.6386719,+1.20877680E+02
0,1668614566.0839844,+1.20878090E+02
0,1668614566.5205078,+1.20878510E+02
0,1668614566.9580078,+1.20877160E+02
0,1668614567.3955078,+1.20877880E+02
0,1668614567.8369138,+1.20877780E+02
0,1668614568.2734375,+1.20876840E+02
0,1668614568.7080076,+1.20877570E+02
0,1668614569.1503906,+1.20876640E+02
0,1668614569.584961,+1.20877570E+02
0,1668614570.0273435,+1.20877570E+02
0,1668614570.4658203,+1.20875700E+02
0,1668614570.9072266,+1.20876530E+02
0,1668614571.3466794,+1.20877780E+02
0,1668614571.7890625,+1.20876740E+02
0,1668614572.227539,+1.20877470E+02
0,1668614572.6669922,+1.20877260E+02
0,1668614573.1064453,+1.20876740E+02
0,1668614573.5458984,+1.20878200E+02
0,1668614573.9863281,+1.20876530E+02
0,1668614574.4277344,+1.20878400E+02
0,1668614574.8671875,+1.20877780E+02
0,1668614575.3085938,+1.20878720E+02
0,1668614575.7480469,+1.20878920E+02
0,1668614576.1865234,+1.20879440E+02
0,1668614576.6279297,+1.20879440E+02
0,1668614577.071289,+1.20880170E+02
0,1668614577.5117188,+1.20879860E+02
0,1668614577.9541016,+1.20880480E+02
0,1668614578.3916013,+1.20881420E+02
0,1668614578.8300781,+1.20881530E+02
0,1668614579.2714844,+1.20882360E+02
0,1668614579.7109375,+1.20882880E+02
0,1668614580.1503906,+1.20882250E+02
0,1668614580.5898438,+1.20883810E+02
0,1668614581.0332031,+1.20884130E+02
0,1668614581.4736328,+1.20884750E+02
0,1668614581.9082031,+1.20884440E+02
0,1668614582.3525388,+1.20884540E+02
0,1668614582.7929688,+1.20885890E+02
0,1668614583.2324219,+1.20886830E+02
0,1668614583.6738281,+1.20886620E+02
0,1668614584.118164,+1.20886520E+02
0,1668614584.5615234,+1.20888290E+02
0,1668614585.0,+1.20888080E+02
0,1668614585.4423828,+1.20888290E+02
0,1668614585.8808594,+1.20888180E+02
0,1668614586.3203125,+1.20888080E+02
0,1668614586.756836,+1.20889010E+02
0,1668614587.191406,+1.20889120E+02
0,1668614587.6298828,+1.20888600E+02
0,1668614588.0654294,+1.20889430E+02
0,1668614588.5019531,+1.20890470E+02
0,1668614588.9375,+1.20890780E+02
0,1668614589.375,+1.20891300E+02
0,1668614589.8095703,+1.20891410E+02
0,1668614590.2490234,+1.20890890E+02
0,1668614590.6855466,+1.20890470E+02
0,1668614591.120117,+1.20891510E+02
0,1668614591.5625,+1.20891410E+02
0,1668614591.9990234,+1.20891720E+02
0,1668614592.4394531,+1.20892550E+02
0,1668614592.8779294,+1.20893590E+02
0,1668614593.3203125,+1.20893280E+02
0,1668614593.7578125,+1.20892450E+02
0,1668614594.1933594,+1.20892970E+02
0,1668614594.6328125,+1.20893070E+02
0,1668614595.0722656,+1.20895150E+02
0,1668614595.5097656,+1.20894630E+02
0,1668614595.944336,+1.20895050E+02
0,1668614596.390625,+1.20895050E+02
0,1668614596.8310547,+1.20894840E+02
0,1668614597.2626953,+1.20895570E+02
0,1668614597.7011716,+1.20895670E+02
0,1668614598.1376953,+1.20895570E+02
0,1668614598.578125,+1.20896090E+02
0,1668614599.0185547,+1.20896710E+02
0,1668614599.4628904,+1.20896500E+02
0,1668614599.9023438,+1.20895980E+02
0,1668614600.3378906,+1.20896610E+02
0,1668614600.7832031,+1.20896710E+02
0,1668614601.2216797,+1.20897130E+02
0,1668614601.6601562,+1.20898690E+02
0,1668614602.0986328,+1.20898590E+02
0,1668614602.5400388,+1.20898170E+02
0,1668614602.9785156,+1.20899000E+02
0,1668614603.416992,+1.20900040E+02
0,1668614603.8544922,+1.20900150E+02
0,1668614604.2939453,+1.20900870E+02
0,1668614604.7333984,+1.20900350E+02
0,1668614605.1748044,+1.20901810E+02
0,1668614605.6171875,+1.20902430E+02
0,1668614606.0615234,+1.20902120E+02
0,1668614606.4970703,+1.20902540E+02
0,1668614606.9365234,+1.20903680E+02
0,1668614607.3759766,+1.20904510E+02
0,1668614607.8134766,+1.20905450E+02
0,1668614608.2529294,+1.20905660E+02
0,1668614608.6923828,+1.20907220E+02
0,1668614609.1308594,+1.20907320E+02
0,1668614609.5693357,+1.20907220E+02
0,1668614610.008789,+1.20908050E+02
0,1668614610.4472656,+1.20909090E+02
0,1668614610.8886716,+1.20909200E+02
0,1668614611.328125,+1.20909200E+02
0,1668614611.7705078,+1.20910440E+02
0,1668614612.2089844,+1.20912000E+02
0,1668614612.6494138,+1.20911800E+02
0,1668614613.0908203,+1.20912000E+02
0,1668614613.5283203,+1.20912520E+02
0,1668614613.9697266,+1.20913360E+02
0,1668614614.4091797,+1.20914080E+02
0,1668614614.8496091,+1.20914600E+02
0,1668614615.288086,+1.20914080E+02
0,1668614615.725586,+1.20915330E+02
0,1668614616.1679688,+1.20915750E+02
0,1668614616.6054688,+1.20916480E+02
0,1668614617.0429685,+1.20916890E+02
0,1668614617.4833984,+1.20917830E+02
0,1668614617.9228516,+1.20917410E+02
0,1668614618.3613281,+1.20918450E+02
0,1668614618.796875,+1.20918250E+02
0,1668614619.2402341,+1.20920120E+02
0,1668614619.680664,+1.20918560E+02
0,1668614620.118164,+1.20920220E+02
0,1668614620.553711,+1.20919810E+02
0,1668614620.9970703,+1.20921470E+02
0,1668614621.4414062,+1.20921370E+02
0,1668614621.883789,+1.20921260E+02
0,1668614622.3222656,+1.20922090E+02
0,1668614622.7617188,+1.20922410E+02
0,1668614623.1992188,+1.20922410E+02
0,1668614623.6396484,+1.20924180E+02
0,1668614624.082031,+1.20925110E+02
0,1668614624.5214844,+1.20924800E+02
0,1668614624.9570312,+1.20925840E+02
0,1668614625.399414,+1.20925940E+02
0,1668614625.8378906,+1.20926780E+02
0,1668614626.2753906,+1.20927710E+02
0,1668614626.7128906,+1.20927710E+02
0,1668614627.1523438,+1.20928540E+02
0,1668614627.5917966,+1.20928340E+02
0,1668614628.0273435,+1.20929060E+02
0,1668614628.4667969,+1.20930730E+02
0,1668614628.9072266,+1.20930000E+02
